location_id,location_county,location_state,location_name,population,density,employment_rate,wealth_rate
0500000US22105,Tangipahoa Parish,Louisiana,"Tangipahoa Parish, Louisiana",133777,rural,0.586,0.6399999999999999
0500000US53027,Grays Harbor County,Washington,"Grays Harbor County, Washington",73901,rural,0.45,0.48699999999999993
0500000US05119,Pulaski County,Arkansas,"Pulaski County, Arkansas",392680,urban,0.639,0.534
0500000US02170,Matanuska-Susitna Borough,Alaska,"Matanuska-Susitna Borough, Alaska",107610,urban,0.573,0.517
0500000US25005,Bristol County,Massachusetts,"Bristol County, Massachusetts",564022,urban,0.649,0.8640000000000001
0500000US10001,Kent County,Delaware,"Kent County, Delaware",178550,rural,0.609,0.27699999999999997
0500000US28089,Madison County,Mississippi,"Madison County, Mississippi",105630,urban,0.691,0.5489999999999999
0500000US34027,Morris County,New Jersey,"Morris County, New Jersey",494228,urban,0.675,0.624
0500000US36075,Oswego County,New York,"Oswego County, New York",117898,urban,0.61,0.391
0500000US37021,Buncombe County,North Carolina,"Buncombe County, North Carolina",259103,urban,0.632,0.43700000000000006
0500000US37193,Wilkes County,North Carolina,"Wilkes County, North Carolina",68557,rural,0.585,0.6629999999999999
0500000US41047,Marion County,Oregon,"Marion County, Oregon",346868,urban,0.617,0.77
0500000US34031,Passaic County,New Jersey,"Passaic County, New Jersey",503310,urban,0.65,0.622
0500000US36009,Cattaraugus County,New York,"Cattaraugus County, New York",76840,rural,0.584,0.5539999999999999
0500000US36061,New York County,New York,"New York County, New York",1628701,urban,0.669,0.41700000000000004
0500000US36071,Orange County,New York,"Orange County, New York",381951,urban,0.6409999999999999,0.607
0500000US37101,Johnston County,North Carolina,"Johnston County, North Carolina",202675,urban,0.6579999999999999,0.5419999999999999
0500000US37159,Rowan County,North Carolina,"Rowan County, North Carolina",141262,urban,0.612,0.624
0500000US37183,Wake County,North Carolina,"Wake County, North Carolina",1092305,urban,0.706,0.752
0500000US44009,Washington County,Rhode Island,"Washington County, Rhode Island",126179,urban,0.647,0.596
0500000US45003,Aiken County,South Carolina,"Aiken County, South Carolina",169401,urban,0.58,0.445
0500000US45007,Anderson County,South Carolina,"Anderson County, South Carolina",200482,urban,0.611,0.6619999999999999
0500000US45035,Dorchester County,South Carolina,"Dorchester County, South Carolina",160647,urban,0.6729999999999999,0.5820000000000001
0500000US45041,Florence County,South Carolina,"Florence County, South Carolina",138159,rural,0.595,0.5939999999999999
0500000US45045,Greenville County,South Carolina,"Greenville County, South Carolina",514213,urban,0.65,0.59
0500000US45051,Horry County,South Carolina,"Horry County, South Carolina",344147,urban,0.5489999999999999,0.645
0500000US37051,Cumberland County,North Carolina,"Cumberland County, North Carolina",332330,urban,0.636,0.589
0500000US06053,Monterey County,California,"Monterey County, California",435594,urban,0.613,0.65
0500000US06099,Stanislaus County,California,"Stanislaus County, California",549815,urban,0.601,0.581
0500000US12105,Polk County,Florida,"Polk County, Florida",708009,urban,0.562,0.617
0500000US53033,King County,Washington,"King County, Washington",2233163,urban,0.7040000000000001,0.582
0500000US53057,Skagit County,Washington,"Skagit County, Washington",128206,rural,0.605,0.4310000000000001
0500000US01015,Calhoun County,Alabama,"Calhoun County, Alabama",114277,rural,0.579,0.591
0500000US22057,Lafourche Parish,Louisiana,"Lafourche Parish, Louisiana",98115,rural,0.595,0.47300000000000003
0500000US48041,Brazos County,Texas,"Brazos County, Texas",226758,rural,0.584,0.5909999999999999
0500000US49005,Cache County,Utah,"Cache County, Utah",127068,rural,0.7,0.624
0500000US05085,Lonoke County,Arkansas,"Lonoke County, Arkansas",73657,urban,0.601,0.555
0500000US06089,Shasta County,California,"Shasta County, California",180040,rural,0.524,0.616
0500000US08005,Arapahoe County,Colorado,"Arapahoe County, Colorado",651215,urban,0.715,0.5489999999999999
0500000US01073,Jefferson County,Alabama,"Jefferson County, Alabama",659300,urban,0.607,0.644
0500000US27137,St. Louis County,Minnesota,"St. Louis County, Minnesota",199754,urban,0.62,0.627
0500000US34009,Cape May County,New Jersey,"Cape May County, New Jersey",92560,rural,0.5760000000000001,0.49199999999999994
0500000US37019,Brunswick County,North Carolina,"Brunswick County, North Carolina",136744,urban,0.49,0.755
0500000US37147,Pitt County,North Carolina,"Pitt County, North Carolina",179914,rural,0.64,0.5439999999999999
0500000US05145,White County,Arkansas,"White County, Arkansas",78727,rural,0.53,0.6960000000000001
0500000US47119,Maury County,Tennessee,"Maury County, Tennessee",94340,urban,,0.826
0500000US47147,Robertson County,Tennessee,"Robertson County, Tennessee",71012,urban,0.6629999999999999,0.77
0500000US48469,Victoria County,Texas,"Victoria County, Texas",92035,rural,0.602,0.523
0500000US49057,Weber County,Utah,"Weber County, Utah",256359,urban,0.6859999999999999,0.244
0500000US51003,Albemarle County,Virginia,"Albemarle County, Virginia",108718,rural,0.601,0.599
0500000US51059,Fairfax County,Virginia,"Fairfax County, Virginia",1150795,urban,0.7170000000000001,0.691
0500000US51121,Montgomery County,Virginia,"Montgomery County, Virginia",98985,rural,0.496,0.585
0500000US53067,Thurston County,Washington,"Thurston County, Washington",286419,urban,0.615,0.718
0500000US41003,Benton County,Oregon,"Benton County, Oregon",92101,rural,0.605,0.5479999999999999
0500000US42055,Franklin County,Pennsylvania,"Franklin County, Pennsylvania",154835,rural,0.644,0.6180000000000001
0500000US44007,Providence County,Rhode Island,"Providence County, Rhode Island",636084,urban,0.634,0.528
0500000US13215,Muscogee County,Georgia,"Muscogee County, Georgia",194160,urban,0.593,0.502
0500000US24015,Cecil County,Maryland,"Cecil County, Maryland",102826,urban,0.664,0.446
0500000US18053,Grant County,Indiana,"Grant County, Indiana",65936,rural,0.575,0.5930000000000001
0500000US21067,Fayette County,Kentucky,"Fayette County, Kentucky",323780,urban,0.691,0.4749999999999999
0500000US22103,St. Tammany Parish,Louisiana,"St. Tammany Parish, Louisiana",258111,urban,0.618,0.45699999999999996
0500000US08069,Larimer County,Colorado,"Larimer County, Colorado",350518,urban,0.674,0.498
0500000US32031,Washoe County,Nevada,"Washoe County, Nevada",465735,urban,0.669,0.735
0500000US19163,Scott County,Iowa,"Scott County, Iowa",173283,urban,0.675,0.606
0500000US22063,Livingston Parish,Louisiana,"Livingston Parish, Louisiana",139567,urban,0.61,0.526
0500000US13031,Bulloch County,Georgia,"Bulloch County, Georgia",77296,rural,0.588,0.48
0500000US40101,Muskogee County,Oklahoma,"Muskogee County, Oklahoma",68362,rural,0.556,0.5609999999999999
0500000US27145,Stearns County,Minnesota,"Stearns County, Minnesota",159256,rural,0.7040000000000001,0.48
0500000US28049,Hinds County,Mississippi,"Hinds County, Mississippi",237085,urban,0.616,0.444
0500000US34033,Salem County,New Jersey,"Salem County, New Jersey",62607,urban,0.599,0.565
0500000US36113,Warren County,New York,"Warren County, New York",64265,rural,0.603,0.669
0500000US37031,Carteret County,North Carolina,"Carteret County, North Carolina",69524,rural,0.545,0.43200000000000005
0500000US38035,Grand Forks County,North Dakota,"Grand Forks County, North Dakota",70770,rural,0.7190000000000001,0.5690000000000001
0500000US39055,Geauga County,Ohio,"Geauga County, Ohio",94031,urban,0.647,0.57
0500000US47093,Knox County,Tennessee,"Knox County, Tennessee",465289,urban,0.645,0.447
0500000US48061,Cameron County,Texas,"Cameron County, Texas",423908,urban,0.5539999999999999,0.623
0500000US01103,Morgan County,Alabama,"Morgan County, Alabama",119089,rural,0.5820000000000001,0.706
0500000US53021,Franklin County,Washington,"Franklin County, Washington",94347,urban,0.664,0.7390000000000001
0500000US05069,Jefferson County,Arkansas,"Jefferson County, Arkansas",68114,rural,0.47200000000000003,0.5920000000000001
0500000US06041,Marin County,California,"Marin County, California",259666,urban,0.645,0.43400000000000005
0500000US06077,San Joaquin County,California,"San Joaquin County, California",752660,urban,0.609,0.42199999999999993
0500000US08001,Adams County,Colorado,"Adams County, Colorado",511868,urban,0.7240000000000001,0.5770000000000001
0500000US01097,Mobile County,Alabama,"Mobile County, Alabama",413757,urban,0.555,0.596
0500000US54003,Berkeley County,West Virginia,"Berkeley County, West Virginia",117123,urban,0.647,0.391
0500000US42017,Bucks County,Pennsylvania,"Bucks County, Pennsylvania",628195,urban,0.68,0.583
0500000US02020,Anchorage Municipality,Alaska,"Anchorage Municipality, Alaska",291538,urban,0.7090000000000001,0.523
0500000US04021,Pinal County,Arizona,"Pinal County, Arizona",447138,urban,0.493,0.537
0500000US13113,Fayette County,Georgia,"Fayette County, Georgia",113459,urban,0.613,0.65
0500000US13151,Henry County,Georgia,"Henry County, Georgia",230220,urban,0.6859999999999999,0.578
0500000US24027,Howard County,Maryland,"Howard County, Maryland",323196,urban,0.7090000000000001,0.5710000000000001
0500000US09005,Litchfield County,Connecticut,"Litchfield County, Connecticut",181111,rural,0.657,0.531
0500000US09013,Tolland County,Connecticut,"Tolland County, Connecticut",150921,urban,0.627,0.601
0500000US12115,Sarasota County,Florida,"Sarasota County, Florida",426718,urban,0.493,0.523
0500000US08059,Jefferson County,Colorado,"Jefferson County, Colorado",580233,urban,0.6970000000000001,0.501
0500000US08101,Pueblo County,Colorado,"Pueblo County, Colorado",167529,rural,0.561,0.711
0500000US13063,Clayton County,Georgia,"Clayton County, Georgia",289615,urban,0.66,0.5780000000000001
0500000US06031,Kings County,California,"Kings County, California",151366,rural,0.532,0.529
0500000US06075,San Francisco County,California,"San Francisco County, California",883305,urban,0.718,0.469
0500000US12035,Flagler County,Florida,"Flagler County, Florida",112067,urban,0.495,0.728
0500000US12087,Monroe County,Florida,"Monroe County, Florida",75027,rural,0.632,0.6150000000000001
0500000US12109,St. Johns County,Florida,"St. Johns County, Florida",254261,urban,0.594,0.605
0500000US12111,St. Lucie County,Florida,"St. Lucie County, Florida",321128,urban,0.5379999999999999,0.49
0500000US06025,Imperial County,California,"Imperial County, California",181827,rural,0.522,0.731
0500000US06061,Placer County,California,"Placer County, California",393149,urban,0.5920000000000001,0.68
0500000US13117,Forsyth County,Georgia,"Forsyth County, Georgia",236612,urban,0.6920000000000001,0.5269999999999999
0500000US17183,Vermilion County,Illinois,"Vermilion County, Illinois",76806,rural,0.545,0.557
0500000US13059,Clarke County,Georgia,"Clarke County, Georgia",127330,rural,0.5870000000000001,0.636
0500000US17097,Lake County,Illinois,"Lake County, Illinois",700832,urban,0.6809999999999999,0.604
0500000US13295,Walker County,Georgia,"Walker County, Georgia",69410,urban,0.5670000000000001,0.458
0500000US15003,Honolulu County,Hawaii,"Honolulu County, Hawaii",980080,urban,0.67,0.6579999999999999
0500000US18003,Allen County,Indiana,"Allen County, Indiana",375351,urban,0.67,0.498
0500000US17115,Macon County,Illinois,"Macon County, Illinois",104712,rural,0.614,0.6060000000000001
0500000US18085,Kosciusko County,Indiana,"Kosciusko County, Indiana",79344,rural,0.7,0.56
0500000US18091,LaPorte County,Indiana,"LaPorte County, Indiana",110007,rural,0.568,0.428
0500000US18109,Morgan County,Indiana,"Morgan County, Indiana",70116,urban,0.644,0.5670000000000001
0500000US16019,Bonneville County,Idaho,"Bonneville County, Idaho",116854,rural,0.619,0.407
0500000US18095,Madison County,Indiana,"Madison County, Indiana",129641,urban,0.5710000000000001,0.72
0500000US18097,Marion County,Indiana,"Marion County, Indiana",954670,urban,0.669,0.477
0500000US19103,Johnson County,Iowa,"Johnson County, Iowa",151260,rural,0.7040000000000001,0.45899999999999996
0500000US20091,Johnson County,Kansas,"Johnson County, Kansas",597555,urban,0.715,0.488
0500000US19049,Dallas County,Iowa,"Dallas County, Iowa",90180,urban,0.754,0.311
0500000US18157,Tippecanoe County,Indiana,"Tippecanoe County, Indiana",193048,rural,0.636,0.461
0500000US19169,Story County,Iowa,"Story County, Iowa",98105,rural,0.6579999999999999,0.611
0500000US20015,Butler County,Kansas,"Butler County, Kansas",66765,urban,0.615,0.5940000000000001
0500000US48309,McLennan County,Texas,"McLennan County, Texas",254607,urban,0.603,0.40199999999999997
0500000US48355,Nueces County,Texas,"Nueces County, Texas",362265,urban,0.622,0.795
0500000US51740,Portsmouth city,Virginia,"Portsmouth city, Virginia",94632,urban,0.624,0.649
0500000US18177,Wayne County,Indiana,"Wayne County, Indiana",65936,rural,0.584,0.716
0500000US51810,Virginia Beach city,Virginia,"Virginia Beach city, Virginia",450189,urban,0.696,0.55
0500000US54011,Cabell County,West Virginia,"Cabell County, West Virginia",93224,urban,0.523,0.603
0500000US23011,Kennebec County,Maine,"Kennebec County, Maine",122083,rural,0.623,0.594
0500000US24025,Harford County,Maryland,"Harford County, Maryland",253956,urban,0.674,0.664
0500000US25009,Essex County,Massachusetts,"Essex County, Massachusetts",790638,urban,0.677,0.625
0500000US38101,Ward County,North Dakota,"Ward County, North Dakota",67744,rural,0.7120000000000001,0.731
0500000US25003,Berkshire County,Massachusetts,"Berkshire County, Massachusetts",126348,rural,0.605,0.611
0500000US25011,Franklin County,Massachusetts,"Franklin County, Massachusetts",70963,rural,0.6459999999999999,0.42599999999999993
0500000US25021,Norfolk County,Massachusetts,"Norfolk County, Massachusetts",705388,urban,0.688,0.528
0500000US26159,Van Buren County,Michigan,"Van Buren County, Michigan",75448,urban,0.617,0.491
0500000US42073,Lawrence County,Pennsylvania,"Lawrence County, Pennsylvania",86184,rural,0.594,0.7390000000000001
0500000US48441,Taylor County,Texas,"Taylor County, Texas",137640,rural,0.642,0.5870000000000001
0500000US48451,Tom Green County,Texas,"Tom Green County, Texas",118189,rural,0.647,0.629
0500000US47125,Montgomery County,Tennessee,"Montgomery County, Tennessee",205950,urban,0.6459999999999999,0.8170000000000001
0500000US51153,Prince William County,Virginia,"Prince William County, Virginia",468011,urban,0.732,0.516
0500000US36067,Onondaga County,New York,"Onondaga County, New York",461809,urban,0.617,0.461
0500000US37001,Alamance County,North Carolina,"Alamance County, North Carolina",166436,rural,0.613,0.63
0500000US17043,DuPage County,Illinois,"DuPage County, Illinois",928589,urban,0.696,0.716
0500000US40131,Rogers County,Oklahoma,"Rogers County, Oklahoma",91984,urban,0.617,0.693
0500000US36019,Clinton County,New York,"Clinton County, New York",80695,rural,0.5329999999999999,0.718
0500000US48485,Wichita County,Texas,"Wichita County, Texas",132064,rural,0.609,0.617
0500000US29021,Buchanan County,Missouri,"Buchanan County, Missouri",88571,rural,0.613,0.7979999999999999
0500000US26037,Clinton County,Michigan,"Clinton County, Michigan",79332,urban,0.626,0.585
0500000US12031,Duval County,Florida,"Duval County, Florida",950181,urban,0.66,0.4850000000000001
0500000US12119,Sumter County,Florida,"Sumter County, Florida",128754,rural,0.251,0.46799999999999997
0500000US13073,Columbia County,Georgia,"Columbia County, Georgia",154291,urban,0.643,0.531
0500000US55105,Rock County,Wisconsin,"Rock County, Wisconsin",163129,rural,0.672,0.606
0500000US27109,Olmsted County,Minnesota,"Olmsted County, Minnesota",156277,rural,0.701,0.563
0500000US55073,Marathon County,Wisconsin,"Marathon County, Wisconsin",135428,rural,0.6709999999999999,0.738
0500000US39099,Mahoning County,Ohio,"Mahoning County, Ohio",229642,urban,0.611,0.555
0500000US39103,Medina County,Ohio,"Medina County, Ohio",179146,urban,0.6709999999999999,0.721
0500000US41059,Umatilla County,Oregon,"Umatilla County, Oregon",77516,rural,0.588,0.45699999999999996
0500000US40017,Canadian County,Oklahoma,"Canadian County, Oklahoma",144447,urban,0.6859999999999999,0.7829999999999999
0500000US23019,Penobscot County,Maine,"Penobscot County, Maine",151096,rural,0.594,0.645
0500000US48251,Johnson County,Texas,"Johnson County, Texas",171361,urban,0.615,0.513
0500000US48231,Hunt County,Texas,"Hunt County, Texas",96493,urban,0.612,0.508
0500000US04003,Cochise County,Arizona,"Cochise County, Arizona",126770,rural,0.489,0.591
0500000US42013,Blair County,Pennsylvania,"Blair County, Pennsylvania",122492,rural,0.605,0.4810000000000001
0500000US26065,Ingham County,Michigan,"Ingham County, Michigan",292735,urban,0.643,0.502
0500000US48497,Wise County,Texas,"Wise County, Texas",68305,urban,,0.632
0500000US13223,Paulding County,Georgia,"Paulding County, Georgia",164044,urban,0.6729999999999999,0.8240000000000001
0500000US55127,Walworth County,Wisconsin,"Walworth County, Wisconsin",103718,rural,0.6709999999999999,0.5710000000000001
0500000US42011,Berks County,Pennsylvania,"Berks County, Pennsylvania",420152,urban,0.655,0.693
0500000US42019,Butler County,Pennsylvania,"Butler County, Pennsylvania",187888,urban,0.63,0.483
0500000US26017,Bay County,Michigan,"Bay County, Michigan",103923,rural,0.583,0.56
0500000US28047,Harrison County,Mississippi,"Harrison County, Mississippi",206650,urban,0.622,0.617
0500000US48303,Lubbock County,Texas,"Lubbock County, Texas",307412,urban,0.65,0.503
0500000US39025,Clermont County,Ohio,"Clermont County, Ohio",205466,urban,0.653,0.51
0500000US31153,Sarpy County,Nebraska,"Sarpy County, Nebraska",184459,urban,0.721,0.667
0500000US31109,Lancaster County,Nebraska,"Lancaster County, Nebraska",317272,urban,0.721,0.456
0500000US39119,Muskingum County,Ohio,"Muskingum County, Ohio",86183,rural,0.601,0.626
0500000US05051,Garland County,Arkansas,"Garland County, Arkansas",99154,rural,0.522,0.5519999999999999
0500000US36079,Putnam County,New York,"Putnam County, New York",98892,urban,0.653,0.49699999999999994
0500000US20045,Douglas County,Kansas,"Douglas County, Kansas",121436,rural,0.71,0.518
0500000US20173,Sedgwick County,Kansas,"Sedgwick County, Kansas",513607,urban,0.665,0.633
0500000US20177,Shawnee County,Kansas,"Shawnee County, Kansas",177499,rural,0.623,0.5710000000000001
0500000US29047,Clay County,Missouri,"Clay County, Missouri",246365,urban,0.6890000000000001,0.5009999999999999
0500000US39009,Athens County,Ohio,"Athens County, Ohio",65818,rural,0.556,0.614
0500000US06111,Ventura County,California,"Ventura County, California",850967,urban,0.65,0.479
0500000US22051,Jefferson Parish,Louisiana,"Jefferson Parish, Louisiana",434051,urban,0.6409999999999999,0.649
0500000US29510,St. Louis city,Missouri,"St. Louis city, Missouri",302838,urban,0.674,0.583
0500000US39153,Summit County,Ohio,"Summit County, Ohio",541918,urban,0.649,0.6639999999999999
0500000US40037,Creek County,Oklahoma,"Creek County, Oklahoma",71604,urban,0.57,0.628
0500000US34037,Sussex County,New Jersey,"Sussex County, New Jersey",140799,urban,0.6940000000000001,0.57
0500000US29077,Greene County,Missouri,"Greene County, Missouri",291923,urban,0.596,0.6489999999999999
0500000US20209,Wyandotte County,Kansas,"Wyandotte County, Kansas",165324,urban,0.657,0.5209999999999999
0500000US24009,Calvert County,Maryland,"Calvert County, Maryland",92003,urban,0.701,0.627
0500000US26075,Jackson County,Michigan,"Jackson County, Michigan",158823,rural,0.5579999999999999,0.5730000000000001
0500000US39007,Ashtabula County,Ohio,"Ashtabula County, Ohio",97493,rural,0.5670000000000001,0.456
0500000US46099,Minnehaha County,South Dakota,"Minnehaha County, South Dakota",192876,rural,0.753,0.449
0500000US36051,Livingston County,New York,"Livingston County, New York",63227,urban,0.5379999999999999,0.6240000000000001
0500000US31055,Douglas County,Nebraska,"Douglas County, Nebraska",566880,urban,0.708,0.619
0500000US13047,Catoosa County,Georgia,"Catoosa County, Georgia",67420,urban,,0.463
0500000US55025,Dane County,Wisconsin,"Dane County, Wisconsin",542364,urban,0.716,0.49200000000000005
0500000US28067,Jones County,Mississippi,"Jones County, Mississippi",68461,rural,,0.633
0500000US55039,Fond du Lac County,Wisconsin,"Fond du Lac County, Wisconsin",103066,rural,0.657,0.799
0500000US55059,Kenosha County,Wisconsin,"Kenosha County, Wisconsin",169290,urban,0.685,0.585
0500000US39151,Stark County,Ohio,"Stark County, Ohio",371574,urban,0.619,0.693
0500000US40031,Comanche County,Oklahoma,"Comanche County, Oklahoma",120422,rural,0.608,0.509
0500000US39157,Tuscarawas County,Ohio,"Tuscarawas County, Ohio",92176,rural,0.634,0.622
0500000US26155,Shiawassee County,Michigan,"Shiawassee County, Michigan",68192,rural,0.604,0.541
0500000US39165,Warren County,Ohio,"Warren County, Ohio",232173,urban,0.66,0.64
0500000US39133,Portage County,Ohio,"Portage County, Ohio",162927,urban,0.688,0.605
0500000US39013,Belmont County,Ohio,"Belmont County, Ohio",67505,rural,0.514,0.307
0500000US21227,Warren County,Kentucky,"Warren County, Kentucky",131264,rural,0.675,0.455
0500000US53029,Island County,Washington,"Island County, Washington",84460,rural,0.5479999999999999,0.5310000000000001
0500000US53035,Kitsap County,Washington,"Kitsap County, Washington",269805,urban,0.637,0.504
0500000US53041,Lewis County,Washington,"Lewis County, Washington",79604,rural,0.531,0.7390000000000001
0500000US39017,Butler County,Ohio,"Butler County, Ohio",382378,urban,0.638,0.669
0500000US33013,Merrimack County,New Hampshire,"Merrimack County, New Hampshire",151132,rural,0.6709999999999999,0.6920000000000001
0500000US39155,Trumbull County,Ohio,"Trumbull County, Ohio",198627,urban,0.5539999999999999,0.518
0500000US18059,Hancock County,Indiana,"Hancock County, Indiana",76351,urban,0.652,0.5
0500000US27141,Sherburne County,Minnesota,"Sherburne County, Minnesota",96036,urban,0.738,0.484
0500000US35061,Valencia County,New Mexico,"Valencia County, New Mexico",76456,urban,0.51,0.591
0500000US17019,Champaign County,Illinois,"Champaign County, Illinois",209983,rural,0.617,0.49099999999999994
0500000US21111,Jefferson County,Kentucky,"Jefferson County, Kentucky",770517,urban,0.653,0.35300000000000004
0500000US12099,Palm Beach County,Florida,"Palm Beach County, Florida",1485941,urban,0.593,0.715
0500000US27131,Rice County,Minnesota,"Rice County, Minnesota",66523,rural,0.639,0.5569999999999999
0500000US42079,Luzerne County,Pennsylvania,"Luzerne County, Pennsylvania",317646,urban,0.609,0.6399999999999999
0500000US17179,Tazewell County,Illinois,"Tazewell County, Illinois",132328,urban,0.5920000000000001,0.513
0500000US13057,Cherokee County,Georgia,"Cherokee County, Georgia",254149,urban,0.682,0.49599999999999994
0500000US48381,Randall County,Texas,"Randall County, Texas",136271,urban,0.7040000000000001,0.486
0500000US26125,Oakland County,Michigan,"Oakland County, Michigan",1259201,urban,0.6579999999999999,0.6030000000000001
0500000US42075,Lebanon County,Pennsylvania,"Lebanon County, Pennsylvania",141314,rural,0.645,0.47600000000000003
0500000US24510,Baltimore city,Maryland,"Baltimore city, Maryland",602495,urban,0.625,0.4010000000000001
0500000US13015,Bartow County,Georgia,"Bartow County, Georgia",106408,urban,0.63,0.67
0500000US08014,Broomfield County,Colorado,"Broomfield County, Colorado",69267,urban,,0.48
0500000US12019,Clay County,Florida,"Clay County, Florida",216072,urban,0.62,0.44
0500000US13095,Dougherty County,Georgia,"Dougherty County, Georgia",91243,rural,0.57,0.622
0500000US21145,McCracken County,Kentucky,"McCracken County, Kentucky",65346,rural,0.5660000000000001,0.463
0500000US26045,Eaton County,Michigan,"Eaton County, Michigan",109826,urban,0.622,0.4809999999999999
0500000US08041,El Paso County,Colorado,"El Paso County, Colorado",713856,urban,0.688,0.741
0500000US37155,Robeson County,North Carolina,"Robeson County, North Carolina",131831,rural,0.502,0.637
0500000US48139,Ellis County,Texas,"Ellis County, Texas",179436,urban,0.6729999999999999,0.637
0500000US42063,Indiana County,Pennsylvania,"Indiana County, Pennsylvania",84501,rural,0.544,0.524
0500000US44003,Kent County,Rhode Island,"Kent County, Rhode Island",163861,urban,0.6409999999999999,0.483
0500000US18105,Monroe County,Indiana,"Monroe County, Indiana",146917,rural,0.618,0.556
0500000US05031,Craighead County,Arkansas,"Craighead County, Arkansas",108558,rural,0.628,0.63
0500000US12001,Alachua County,Florida,"Alachua County, Florida",269956,urban,0.614,0.6509999999999999
0500000US09015,Windham County,Connecticut,"Windham County, Connecticut",117027,urban,0.649,0.505
0500000US18043,Floyd County,Indiana,"Floyd County, Indiana",77781,urban,0.6659999999999999,0.584
0500000US22073,Ouachita Parish,Louisiana,"Ouachita Parish, Louisiana",154475,rural,0.5710000000000001,0.659
0500000US09003,Hartford County,Connecticut,"Hartford County, Connecticut",892697,urban,0.657,0.721
0500000US26121,Muskegon County,Michigan,"Muskegon County, Michigan",173588,rural,0.5770000000000001,0.49999999999999994
0500000US42081,Lycoming County,Pennsylvania,"Lycoming County, Pennsylvania",113664,rural,0.584,0.591
0500000US19061,Dubuque County,Iowa,"Dubuque County, Iowa",96854,rural,0.6559999999999999,0.6360000000000001
0500000US19153,Polk County,Iowa,"Polk County, Iowa",487204,urban,0.718,0.7020000000000001
0500000US19013,Black Hawk County,Iowa,"Black Hawk County, Iowa",132408,rural,0.6809999999999999,0.529
0500000US42069,Lackawanna County,Pennsylvania,"Lackawanna County, Pennsylvania",210793,urban,0.609,0.583
0500000US27123,Ramsey County,Minnesota,"Ramsey County, Minnesota",550210,urban,0.6809999999999999,0.639
0500000US54061,Monongalia County,West Virginia,"Monongalia County, West Virginia",106420,rural,0.628,0.45600000000000007
0500000US42007,Beaver County,Pennsylvania,"Beaver County, Pennsylvania",164742,urban,0.606,0.559
0500000US48367,Parker County,Texas,"Parker County, Texas",138371,urban,0.609,0.5680000000000001
0500000US13089,DeKalb County,Georgia,"DeKalb County, Georgia",756558,urban,0.7,0.7339999999999999
0500000US12061,Indian River County,Florida,"Indian River County, Florida",157413,rural,0.485,0.4049999999999999
0500000US13285,Troup County,Georgia,"Troup County, Georgia",70034,rural,,0.6759999999999999
0500000US17089,Kane County,Illinois,"Kane County, Illinois",534216,urban,0.6890000000000001,0.743
0500000US13115,Floyd County,Georgia,"Floyd County, Georgia",97927,rural,0.513,0.833
0500000US42021,Cambria County,Pennsylvania,"Cambria County, Pennsylvania",131730,rural,0.563,0.499
0500000US18141,St. Joseph County,Indiana,"St. Joseph County, Indiana",270771,urban,0.664,0.682
0500000US13255,Spalding County,Georgia,"Spalding County, Georgia",66100,urban,0.52,0.611
0500000US42037,Columbia County,Pennsylvania,"Columbia County, Pennsylvania",65456,rural,0.591,0.544
0500000US26077,Kalamazoo County,Michigan,"Kalamazoo County, Michigan",264870,urban,0.667,0.5319999999999999
0500000US42107,Schuylkill County,Pennsylvania,"Schuylkill County, Pennsylvania",142067,rural,0.564,0.4109999999999999
0500000US01077,Lauderdale County,Alabama,"Lauderdale County, Alabama",92387,rural,0.578,0.5710000000000001
0500000US01083,Limestone County,Alabama,"Limestone County, Alabama",96174,urban,0.5710000000000001,0.588
0500000US13067,Cobb County,Georgia,"Cobb County, Georgia",756865,urban,0.708,0.42599999999999993
0500000US37097,Iredell County,North Carolina,"Iredell County, North Carolina",178435,urban,0.6509999999999999,0.7439999999999999
0500000US51510,Alexandria city,Virginia,"Alexandria city, Virginia",160530,urban,0.768,0.539
0500000US51013,Arlington County,Virginia,"Arlington County, Virginia",237521,urban,0.802,0.746
0500000US26073,Isabella County,Michigan,"Isabella County, Michigan",70562,rural,0.611,0.733
0500000US18005,Bartholomew County,Indiana,"Bartholomew County, Indiana",82753,rural,0.629,0.6629999999999999
0500000US17167,Sangamon County,Illinois,"Sangamon County, Illinois",195348,rural,0.645,0.511
0500000US18163,Vanderburgh County,Indiana,"Vanderburgh County, Indiana",180974,urban,0.635,0.5000000000000001
0500000US26093,Livingston County,Michigan,"Livingston County, Michigan",191224,urban,0.6609999999999999,0.674
0500000US12021,Collier County,Florida,"Collier County, Florida",378488,urban,0.523,0.737
0500000US48113,Dallas County,Texas,"Dallas County, Texas",2637772,urban,0.6890000000000001,0.616
0500000US47113,Madison County,Tennessee,"Madison County, Tennessee",97605,rural,0.602,0.578
0500000US01125,Tuscaloosa County,Alabama,"Tuscaloosa County, Alabama",208911,rural,0.607,0.5670000000000001
0500000US04017,Navajo County,Arizona,"Navajo County, Arizona",110445,rural,0.449,0.515
0500000US55089,Ozaukee County,Wisconsin,"Ozaukee County, Wisconsin",89147,urban,0.687,0.574
0500000US27019,Carver County,Minnesota,"Carver County, Minnesota",103551,urban,0.7090000000000001,0.468
0500000US39169,Wayne County,Ohio,"Wayne County, Ohio",115967,rural,0.63,0.6080000000000001
0500000US42001,Adams County,Pennsylvania,"Adams County, Pennsylvania",102811,rural,0.622,0.5900000000000001
