"GEO_ID","NAME","S2801_C01_001E","S2801_C01_001M","S2801_C02_001E","S2801_C02_001M","S2801_C01_002E","S2801_C01_002M","S2801_C02_002E","S2801_C02_002M","S2801_C01_003E","S2801_C01_003M","S2801_C02_003E","S2801_C02_003M","S2801_C01_004E","S2801_C01_004M","S2801_C02_004E","S2801_C02_004M","S2801_C01_005E","S2801_C01_005M","S2801_C02_005E","S2801_C02_005M","S2801_C01_006E","S2801_C01_006M","S2801_C02_006E","S2801_C02_006M","S2801_C01_007E","S2801_C01_007M","S2801_C02_007E","S2801_C02_007M","S2801_C01_008E","S2801_C01_008M","S2801_C02_008E","S2801_C02_008M","S2801_C01_009E","S2801_C01_009M","S2801_C02_009E","S2801_C02_009M","S2801_C01_010E","S2801_C01_010M","S2801_C02_010E","S2801_C02_010M","S2801_C01_011E","S2801_C01_011M","S2801_C02_011E","S2801_C02_011M","S2801_C01_012E","S2801_C01_012M","S2801_C02_012E","S2801_C02_012M","S2801_C01_013E","S2801_C01_013M","S2801_C02_013E","S2801_C02_013M","S2801_C01_014E","S2801_C01_014M","S2801_C02_014E","S2801_C02_014M","S2801_C01_015E","S2801_C01_015M","S2801_C02_015E","S2801_C02_015M","S2801_C01_016E","S2801_C01_016M","S2801_C02_016E","S2801_C02_016M","S2801_C01_017E","S2801_C01_017M","S2801_C02_017E","S2801_C02_017M","S2801_C01_018E","S2801_C01_018M","S2801_C02_018E","S2801_C02_018M","S2801_C01_019E","S2801_C01_019M","S2801_C02_019E","S2801_C02_019M","S2801_C01_020E","S2801_C01_020M","S2801_C02_020E","S2801_C02_020M","S2801_C01_021E","S2801_C01_021M","S2801_C02_021E","S2801_C02_021M","S2801_C01_022E","S2801_C01_022M","S2801_C02_022E","S2801_C02_022M","S2801_C01_023E","S2801_C01_023M","S2801_C02_023E","S2801_C02_023M","S2801_C01_024E","S2801_C01_024M","S2801_C02_024E","S2801_C02_024M","S2801_C01_025E","S2801_C01_025M","S2801_C02_025E","S2801_C02_025M","S2801_C01_026E","S2801_C01_026M","S2801_C02_026E","S2801_C02_026M","S2801_C01_027E","S2801_C01_027M","S2801_C02_027E","S2801_C02_027M","S2801_C01_028E","S2801_C01_028M","S2801_C02_028E","S2801_C02_028M","S2801_C01_029E","S2801_C01_029M","S2801_C02_029E","S2801_C02_029M","S2801_C01_030E","S2801_C01_030M","S2801_C02_030E","S2801_C02_030M","S2801_C01_031E","S2801_C01_031M","S2801_C02_031E","S2801_C02_031M"
"0500000US28047","Harrison County, Mississippi","82375","2255","(X)","(X)","75683","2547","91.9","1.8","56655","3002","68.8","3.1","2040","704","2.5","0.9","70866","2604","86.0","2.1","14200","2113","17.2","2.5","47214","3233","57.3","3.3","1093","652","1.3","0.8","2256","820","2.7","1.0","0","218","0.0","0.2","6692","1453","8.1","1.8","69016","3031","83.8","3.0","205","229","0.2","0.3","68811","3055","83.5","3.0","61865","2890","75.1","3.1","12789","1872","15.5","2.3","50441","3082","61.2","3.1","8168","1438","9.9","1.8","13359","2508","16.2","3.0","18375","2346","(X)","(X)","61","103","0.3","0.6","12003","2179","65.3","7.6","6311","1493","34.3","7.5","40413","3008","(X)","(X)","144","202","0.4","0.5","34607","3118","85.6","3.9","5662","1602","14.0","3.9","23587","2160","(X)","(X)","0","218","0.0","0.8","22201","2133","94.1","3.0","1386","712","5.9","3.0"
"0500000US28049","Hinds County, Mississippi","85483","2220","(X)","(X)","76334","2319","89.3","1.6","56042","2454","65.6","2.6","3026","785","3.5","0.9","71189","2508","83.3","1.8","14125","1835","16.5","2.1","44705","2984","52.3","2.9","626","314","0.7","0.4","1309","529","1.5","0.6","0","218","0.0","0.2","9149","1362","10.7","1.6","70264","2489","82.2","2.1","74","87","0.1","0.1","70190","2466","82.1","2.1","65918","2677","77.1","2.3","17440","2173","20.4","2.5","50157","2967","58.7","3.1","4672","926","5.5","1.1","15219","1844","17.8","2.1","18458","1720","(X)","(X)","0","218","0.0","1.1","11841","1399","64.2","5.1","6617","1178","35.8","5.1","43987","2484","(X)","(X)","74","87","0.2","0.2","38001","2526","86.4","2.4","5912","1085","13.4","2.4","23038","2124","(X)","(X)","0","218","0.0","0.9","20348","2030","88.3","4.2","2690","1019","11.7","4.2"
"0500000US29099","Jefferson County, Missouri","85892","1528","(X)","(X)","81341","1851","94.7","1.2","68923","2546","80.2","2.4","3654","1136","4.3","1.3","74607","2163","86.9","2.0","6042","1290","7.0","1.5","58037","2429","67.6","2.6","902","661","1.1","0.8","1726","736","2.0","0.9","51","85","0.1","0.1","4551","994","5.3","1.2","76270","2129","88.8","1.9","51","84","0.1","0.1","76219","2131","88.7","1.9","71021","2403","82.7","2.4","12041","1818","14.0","2.1","56361","2546","65.6","2.6","11671","1650","13.6","1.9","9622","1625","11.2","1.9","9605","1446","(X)","(X)","0","190","0.0","1.5","7190","1324","74.9","7.0","2415","740","25.1","7.0","39696","2216","(X)","(X)","51","84","0.1","0.2","33794","2223","85.1","3.3","5851","1377","14.7","3.3","36591","2174","(X)","(X)","0","190","0.0","0.4","35235","2239","96.3","1.7","1356","626","3.7","1.7"
"0500000US33009","Grafton County, New Hampshire","35394","1623","(X)","(X)","32576","1704","92.0","1.9","29165","1751","82.4","2.9","2948","585","8.3","1.7","27146","1731","76.7","2.8","1540","668","4.4","1.9","23002","1588","65.0","3.3","420","250","1.2","0.7","490","238","1.4","0.7","0","192","0.0","0.4","2818","683","8.0","1.9","29186","1754","82.5","2.8","184","144","0.5","0.4","29002","1745","81.9","2.7","21237","1514","60.0","3.2","2115","584","6.0","1.6","25524","1629","72.1","3.0","1951","603","5.5","1.7","6208","991","17.5","2.8","4573","1053","(X)","(X)","15","27","0.3","0.6","2383","724","52.1","13.8","2175","895","47.6","13.8","15447","1801","(X)","(X)","152","140","1.0","0.9","12685","1519","82.1","4.0","2610","729","16.9","4.0","15374","1317","(X)","(X)","17","28","0.1","0.2","13934","1220","90.6","3.3","1423","540","9.3","3.3"
"0500000US36013","Chautauqua County, New York","53429","1794","(X)","(X)","46451","1773","86.9","1.9","39962","1662","74.8","2.4","4632","817","8.7","1.5","38354","1903","71.8","2.5","2809","748","5.3","1.4","29955","1700","56.1","2.7","982","322","1.8","0.6","1527","533","2.9","1.0","50","85","0.1","0.2","6978","1051","13.1","1.9","42672","1669","79.9","2.4","421","230","0.8","0.4","42251","1707","79.1","2.4","34657","1768","64.9","2.4","6004","1005","11.2","1.9","34325","1750","64.2","2.9","2667","569","5.0","1.0","10757","1392","20.1","2.4","11714","1405","(X)","(X)","138","154","1.2","1.3","6440","1054","55.0","6.9","5136","1052","43.8","6.7","26247","1777","(X)","(X)","244","156","0.9","0.6","21095","1474","80.4","3.0","4908","925","18.7","3.0","15468","1356","(X)","(X)","39","67","0.3","0.4","14716","1319","95.1","1.8","713","276","4.6","1.7"
"0500000US37067","Forsyth County, North Carolina","150437","2389","(X)","(X)","138253","2613","91.9","1.1","110005","2866","73.1","1.8","5649","1177","3.8","0.8","127227","2779","84.6","1.2","21407","2664","14.2","1.7","82196","2283","54.6","1.7","1912","714","1.3","0.5","4028","924","2.7","0.6","28","46","0.0","0.1","12184","1650","8.1","1.1","121308","2940","80.6","1.6","438","245","0.3","0.2","120870","2899","80.3","1.6","97177","3413","64.6","2.0","21105","2468","14.0","1.6","96240","2909","64.0","1.9","7540","1136","5.0","0.7","29129","2505","19.4","1.6","28189","2442","(X)","(X)","98","124","0.3","0.4","15220","1905","54.0","5.1","12871","1846","45.7","5.1","73903","3508","(X)","(X)","294","216","0.4","0.3","59165","3160","80.1","2.5","14444","2061","19.5","2.5","48345","2502","(X)","(X)","46","74","0.1","0.2","46485","2396","96.2","1.4","1814","663","3.8","1.3"
"0500000US39025","Clermont County, Ohio","77920","1672","(X)","(X)","72215","2067","92.7","1.5","65377","2150","83.9","2.2","3721","859","4.8","1.1","64984","2155","83.4","1.9","3142","1147","4.0","1.5","52775","2370","67.7","2.7","594","284","0.8","0.4","1011","393","1.3","0.5","0","195","0.0","0.2","5705","1198","7.3","1.5","68721","2174","88.2","1.9","388","413","0.5","0.5","68333","2174","87.7","1.9","60566","2197","77.7","2.3","5204","1149","6.7","1.5","60697","2190","77.9","2.2","4638","1002","6.0","1.3","9199","1435","11.8","1.9","9361","1364","(X)","(X)","0","195","0.0","1.7","5940","1163","63.5","8.3","3421","925","36.5","8.3","35142","2533","(X)","(X)","0","195","0.0","0.4","30682","2422","87.3","2.7","4460","1008","12.7","2.7","33417","2044","(X)","(X)","388","413","1.2","1.2","31711","2029","94.9","2.4","1318","672","3.9","2.0"
"0500000US39041","Delaware County, Ohio","70501","1376","(X)","(X)","69078","1374","98.0","0.6","63698","1597","90.4","1.7","1943","520","2.8","0.7","65400","1578","92.8","1.2","3063","826","4.3","1.2","56957","1839","80.8","1.8","363","224","0.5","0.3","1996","606","2.8","0.9","0","195","0.0","0.2","1423","443","2.0","0.6","68012","1541","96.5","0.8","299","180","0.4","0.3","67713","1568","96.0","0.9","63345","1852","89.8","1.6","4198","1070","6.0","1.5","60884","1880","86.4","1.8","5112","1141","7.3","1.6","2489","592","3.5","0.8","3616","991","(X)","(X)","0","195","0.0","4.3","3015","885","83.4","7.8","601","306","16.6","7.8","21375","1794","(X)","(X)","202","179","0.9","0.8","19919","1758","93.2","2.2","1254","442","5.9","2.0","45510","1910","(X)","(X)","97","100","0.2","0.2","44779","1986","98.4","0.8","634","338","1.4","0.8"
"0500000US39049","Franklin County, Ohio","519468","4049","(X)","(X)","487921","4744","93.9","0.6","406115","6052","78.2","1.1","16639","1773","3.2","0.3","456595","4991","87.9","0.7","52252","4607","10.1","0.9","339976","6576","65.4","1.2","4031","1021","0.8","0.2","16515","2350","3.2","0.4","198","325","0.0","0.1","31547","3093","6.1","0.6","460586","5714","88.7","0.9","638","416","0.1","0.1","459948","5739","88.5","0.9","418036","6108","80.5","1.1","54300","4020","10.5","0.8","394159","5538","75.9","1.0","23158","2472","4.5","0.5","58882","4482","11.3","0.9","72647","4710","(X)","(X)","242","332","0.3","0.5","50574","3831","69.6","3.6","21831","3150","30.1","3.6","241453","6563","(X)","(X)","255","214","0.1","0.1","210522","6527","87.2","1.2","30676","3032","12.7","1.2","205368","5389","(X)","(X)","141","140","0.1","0.1","198852","5324","96.8","0.6","6375","1197","3.1","0.6"
"0500000US39103","Medina County, Ohio","70609","1062","(X)","(X)","66715","1317","94.5","1.3","60634","1816","85.9","2.3","2953","683","4.2","1.0","60740","1547","86.0","1.8","3259","912","4.6","1.3","50108","1988","71.0","2.7","709","319","1.0","0.4","1439","543","2.0","0.8","0","195","0.0","0.2","3894","920","5.5","1.3","62203","2019","88.1","2.4","113","108","0.2","0.2","62090","2019","87.9","2.4","55753","2164","79.0","2.7","5202","999","7.4","1.4","55754","2146","79.0","2.7","3073","822","4.4","1.2","8406","1712","11.9","2.4","6013","1137","(X)","(X)","0","195","0.0","2.6","4580","1083","76.2","9.9","1433","628","23.8","9.9","28798","1719","(X)","(X)","113","108","0.4","0.4","24128","1690","83.8","3.4","4557","1037","15.8","3.4","35798","1836","(X)","(X)","0","195","0.0","0.4","33382","2012","93.3","2.6","2416","939","6.7","2.6"
"0500000US47011","Bradley County, Tennessee","39104","1543","(X)","(X)","34702","1791","88.7","3.2","27345","1952","69.9","4.1","1245","534","3.2","1.3","31996","1734","81.8","3.3","3675","1115","9.4","2.9","24145","1770","61.7","4.1","712","430","1.8","1.1","355","287","0.9","0.7","0","211","0.0","0.5","4402","1259","11.3","3.2","32341","1759","82.7","3.2","266","267","0.7","0.7","32075","1793","82.0","3.3","29063","1676","74.3","3.4","4903","1185","12.5","2.9","24934","1989","63.8","4.5","3014","839","7.7","2.2","6763","1293","17.3","3.2","6162","1491","(X)","(X)","0","211","0.0","3.0","3253","1172","52.8","14.0","2909","1068","47.2","14.0","21361","1495","(X)","(X)","136","136","0.6","0.6","18032","1620","84.4","4.5","3193","965","14.9","4.4","11581","1238","(X)","(X)","130","208","1.1","1.8","10790","1194","93.2","3.9","661","418","5.7","3.5"
"0500000US48021","Bastrop County, Texas","25334","1456","(X)","(X)","22616","1566","89.3","4.0","17270","1696","68.2","5.6","800","356","3.2","1.4","21392","1602","84.4","4.3","2511","812","9.9","3.1","14738","1531","58.2","5.7","347","334","1.4","1.3","529","392","2.1","1.5","0","228","0.0","0.8","2718","1056","10.7","4.0","21117","1564","83.4","4.6","0","228","0.0","0.8","21117","1564","83.4","4.6","19981","1661","78.9","4.9","4565","1049","18.0","4.0","13269","1574","52.4","6.0","3647","929","14.4","3.4","4217","1217","16.6","4.6","3913","1160","(X)","(X)","0","228","0.0","5.3","2265","864","57.9","16.4","1648","850","42.1","16.4","9827","1465","(X)","(X)","0","228","0.0","2.2","8138","1427","82.8","7.1","1689","740","17.2","7.1","11594","1594","(X)","(X)","0","228","0.0","1.8","10714","1554","92.4","4.6","880","544","7.6","4.6"
"0500000US48355","Nueces County, Texas","129987","2590","(X)","(X)","116753","3108","89.8","1.4","78632","2815","60.5","2.0","3577","897","2.8","0.7","110316","3083","84.9","1.5","22469","2473","17.3","1.9","69321","3976","53.3","2.7","913","349","0.7","0.3","13587","2259","10.5","1.7","0","228","0.0","0.2","13234","1838","10.2","1.4","109363","3062","84.1","1.6","216","167","0.2","0.1","109147","3062","84.0","1.6","103022","3322","79.3","1.9","19966","2231","15.4","1.7","85730","3124","66.0","2.1","6642","1116","5.1","0.9","20624","2087","15.9","1.6","22119","2443","(X)","(X)","216","167","1.0","0.7","12702","1855","57.4","5.4","9201","1542","41.6","5.4","59505","3450","(X)","(X)","0","228","0.0","0.4","49850","3097","83.8","2.1","9655","1387","16.2","2.1","48363","3144","(X)","(X)","0","228","0.0","0.4","46595","3187","96.3","1.7","1768","817","3.7","1.7"
"0500000US53005","Benton County, Washington","71921","1765","(X)","(X)","67784","1885","94.2","1.6","58161","2127","80.9","2.6","2659","850","3.7","1.2","61844","2046","86.0","2.0","5396","1293","7.5","1.8","50221","1800","69.8","2.4","466","304","0.6","0.4","1168","453","1.6","0.6","72","125","0.1","0.2","4137","1165","5.8","1.6","62507","2260","86.9","2.6","356","277","0.5","0.4","62151","2263","86.4","2.5","55606","2178","77.3","2.7","6595","1416","9.2","1.9","51856","2230","72.1","2.8","6651","1405","9.2","2.0","9414","1889","13.1","2.6","6970","1526","(X)","(X)","107","170","1.5","2.5","5190","1339","74.5","10.2","1673","796","24.0","10.1","33217","2021","(X)","(X)","249","221","0.7","0.7","26725","1917","80.5","4.8","6243","1776","18.8","4.9","31734","2115","(X)","(X)","0","204","0.0","0.5","30236","2062","95.3","1.9","1498","624","4.7","1.9"
"0500000US53073","Whatcom County, Washington","87080","2014","(X)","(X)","81642","2293","93.8","1.5","73180","2800","84.0","2.3","4502","1138","5.2","1.3","74069","2657","85.1","2.1","4376","1200","5.0","1.4","57624","2763","66.2","2.8","867","483","1.0","0.6","1571","607","1.8","0.7","0","204","0.0","0.2","5438","1293","6.2","1.5","75803","2610","87.0","2.1","124","140","0.1","0.2","75679","2609","86.9","2.1","68595","2651","78.8","2.4","8752","1771","10.1","2.0","64380","2719","73.9","2.7","4836","1134","5.6","1.3","11277","1809","13.0","2.1","12099","1587","(X)","(X)","61","96","0.5","0.8","8620","1259","71.2","6.5","3418","961","28.3","6.4","40682","2620","(X)","(X)","63","101","0.2","0.2","34773","2766","85.5","3.6","5846","1463","14.4","3.5","34299","2453","(X)","(X)","0","204","0.0","0.5","32286","2543","94.1","2.5","2013","850","5.9","2.5"
"0500000US04001","Apache County, Arizona","21936","1023","(X)","(X)","11613","911","52.9","3.4","8410","982","38.3","4.2","962","379","4.4","1.7","9774","857","44.6","3.3","2190","704","10.0","3.2","6274","926","28.6","3.9","350","181","1.6","0.8","552","198","2.5","0.9","0","211","0.0","0.8","10323","906","47.1","3.4","7749","834","35.3","3.6","13","22","0.1","0.1","7736","832","35.3","3.5","6394","756","29.1","3.3","1806","522","8.2","2.4","4258","798","19.4","3.5","1647","455","7.5","2.1","14187","1057","64.7","3.6","8374","902","(X)","(X)","0","211","0.0","2.2","1518","452","18.1","4.7","6856","773","81.9","4.7","10108","868","(X)","(X)","0","211","0.0","1.8","4053","626","40.1","5.4","6055","767","59.9","5.4","3454","611","(X)","(X)","13","22","0.4","0.6","2165","554","62.7","9.5","1276","359","36.9","9.5"
"0500000US04015","Mohave County, Arizona","90270","2972","(X)","(X)","80602","3259","89.3","2.2","67373","3596","74.6","3.0","7901","1532","8.8","1.7","68707","3391","76.1","2.9","8902","1911","9.9","2.1","47503","3309","52.6","3.2","1142","481","1.3","0.5","1872","762","2.1","0.9","0","211","0.0","0.2","9668","2071","10.7","2.2","75040","3285","83.1","2.6","265","220","0.3","0.2","74775","3301","82.8","2.6","60862","3219","67.4","3.2","10243","1842","11.3","2.0","58443","3460","64.7","3.2","9193","1504","10.2","1.7","15230","2436","16.9","2.6","18085","2102","(X)","(X)","186","192","1.0","1.1","12073","1885","66.8","6.6","5826","1367","32.2","6.6","50234","3398","(X)","(X)","40","71","0.1","0.1","42072","2894","83.8","3.5","8122","1972","16.2","3.5","21951","2294","(X)","(X)","39","69","0.2","0.3","20630","2263","94.0","3.0","1282","652","5.8","2.9"
"0500000US04019","Pima County, Arizona","402323","4369","(X)","(X)","376840","4770","93.7","0.6","316529","5464","78.7","1.1","16702","1909","4.2","0.5","346286","5106","86.1","0.8","36809","3515","9.1","0.9","253126","5138","62.9","1.3","3764","824","0.9","0.2","7610","1151","1.9","0.3","25","41","0.0","0.1","25483","2482","6.3","0.6","351288","5236","87.3","0.8","1602","468","0.4","0.1","349686","5182","86.9","0.8","316983","5360","78.8","1.0","52698","4153","13.1","1.0","280299","5753","69.7","1.2","29545","2248","7.3","0.6","51035","3425","12.7","0.8","67747","2901","(X)","(X)","363","280","0.5","0.4","45897","2601","67.7","3.1","21487","2427","31.7","3.1","197634","5207","(X)","(X)","878","342","0.4","0.2","172107","5427","87.1","1.3","24649","2493","12.5","1.3","136942","4645","(X)","(X)","361","280","0.3","0.2","131682","4599","96.2","0.9","4899","1177","3.6","0.8"
"0500000US05143","Washington County, Arkansas","90001","1627","(X)","(X)","84136","1991","93.5","1.5","70653","2420","78.5","2.2","2985","747","3.3","0.8","79578","2207","88.4","1.8","9546","1737","10.6","1.9","52198","2811","58.0","3.1","288","188","0.3","0.2","1228","607","1.4","0.7","0","201","0.0","0.2","5865","1326","6.5","1.5","73545","2398","81.7","2.7","632","452","0.7","0.5","72913","2408","81.0","2.6","67042","2515","74.5","2.8","13330","2384","14.8","2.6","54154","2833","60.2","3.1","4829","1209","5.4","1.4","16456","2494","18.3","2.7","16520","1836","(X)","(X)","9","16","0.1","0.1","11147","1504","67.5","6.4","5364","1294","32.5","6.4","45156","2583","(X)","(X)","531","433","1.2","1.0","35338","2789","78.3","4.2","9287","1966","20.6","4.2","28325","2175","(X)","(X)","92","157","0.3","0.6","26428","2136","93.3","2.7","1805","761","6.4","2.6"
"0500000US06095","Solano County, California","152291","1537","(X)","(X)","145529","1910","95.6","0.8","127734","2720","83.9","1.6","5073","1078","3.3","0.7","137107","2138","90.0","1.0","11790","2025","7.7","1.3","92083","3118","60.5","1.9","808","375","0.5","0.2","3698","834","2.4","0.5","55","90","0.0","0.1","6762","1221","4.4","0.8","142154","2302","93.3","1.1","149","146","0.1","0.1","142005","2298","93.2","1.1","132384","2635","86.9","1.4","15882","1832","10.4","1.2","121555","2849","79.8","1.7","12375","1539","8.1","1.0","10137","1720","6.7","1.1","13258","1602","(X)","(X)","0","211","0.0","1.4","9973","1403","75.2","5.7","3285","859","24.8","5.7","53167","3056","(X)","(X)","149","146","0.3","0.3","48772","2968","91.7","1.8","4246","991","8.0","1.8","85866","3030","(X)","(X)","0","211","0.0","0.2","83260","3036","97.0","1.0","2606","909","3.0","1.0"
"0500000US11001","District of Columbia, District of Columbia","287476","2752","(X)","(X)","266613","3420","92.7","0.8","230574","4069","80.2","1.2","6223","1303","2.2","0.5","253586","3618","88.2","1.0","23099","2422","8.0","0.8","186192","4078","64.8","1.3","2664","828","0.9","0.3","7322","1448","2.5","0.5","0","213","0.0","0.1","20863","2403","7.3","0.8","247744","3812","86.2","1.1","182","126","0.1","0.1","247562","3825","86.1","1.1","227724","4446","79.2","1.3","24975","2890","8.7","1.0","217270","4171","75.6","1.3","11600","1714","4.0","0.6","39732","3127","13.8","1.1","47737","3124","(X)","(X)","85","101","0.2","0.2","28877","2763","60.5","4.0","18775","2196","39.3","3.9","82410","3933","(X)","(X)","97","112","0.1","0.1","68153","3684","82.7","2.4","14160","2154","17.2","2.4","157329","4336","(X)","(X)","0","213","0.0","0.1","150532","4258","95.7","0.9","6797","1452","4.3","0.9"
"0500000US12109","St. Johns County, Florida","90109","3058","(X)","(X)","85629","3241","95.0","1.4","79144","3444","87.8","2.0","4106","1154","4.6","1.3","79234","3797","87.9","2.2","4055","1412","4.5","1.6","62081","3719","68.9","3.0","641","321","0.7","0.4","3357","980","3.7","1.1","0","229","0.0","0.2","4480","1246","5.0","1.4","79723","3587","88.5","2.3","419","301","0.5","0.3","79304","3536","88.0","2.3","66313","3207","73.6","3.0","7824","1498","8.7","1.7","68721","4036","76.3","2.9","7742","1497","8.6","1.6","10386","2028","11.5","2.3","8203","1510","(X)","(X)","58","93","0.7","1.1","6160","1349","75.1","9.2","1985","849","24.2","9.3","34152","2694","(X)","(X)","97","115","0.3","0.3","27581","2497","80.8","4.9","6474","1817","19.0","4.9","47754","3375","(X)","(X)","264","278","0.6","0.6","45563","3288","95.4","2.2","1927","994","4.0","2.0"
"0500000US16083","Twin Falls County, Idaho","32041","930","(X)","(X)","29162","1364","91.0","3.2","24127","1482","75.3","4.0","756","434","2.4","1.4","26303","1411","82.1","4.0","3216","857","10.0","2.7","19239","1609","60.0","4.7","525","484","1.6","1.5","446","318","1.4","1.0","0","204","0.0","0.5","2879","1038","9.0","3.2","27175","1602","84.8","4.2","137","246","0.4","0.8","27038","1618","84.4","4.2","22947","1618","71.6","4.7","3721","1023","11.6","3.1","19819","1715","61.9","4.9","4434","1069","13.8","3.4","4866","1343","15.2","4.2","5416","1210","(X)","(X)","137","246","2.5","4.6","3232","945","59.7","11.0","2047","723","37.8","10.4","17310","1552","(X)","(X)","0","204","0.0","1.0","14914","1700","86.2","5.4","2396","930","13.8","5.4","9315","1077","(X)","(X)","0","204","0.0","1.8","8892","1111","95.5","3.4","423","310","4.5","3.4"
"0500000US17115","Macon County, Illinois","44562","1294","(X)","(X)","39157","1516","87.9","2.1","31124","1560","69.8","2.9","2545","713","5.7","1.6","35318","1554","79.3","2.4","4944","1007","11.1","2.2","24448","1543","54.9","3.1","422","268","0.9","0.6","1602","571","3.6","1.3","0","190","0.0","0.3","5405","943","12.1","2.1","36627","1583","82.2","2.8","26","30","0.1","0.1","36601","1584","82.1","2.8","31166","1712","69.9","3.6","6250","1149","14.0","2.6","28581","1869","64.1","3.7","2836","600","6.4","1.3","7935","1259","17.8","2.8","7702","1226","(X)","(X)","0","190","0.0","1.9","5294","1100","68.7","8.2","2408","711","31.3","8.2","22538","1528","(X)","(X)","26","30","0.1","0.1","17664","1617","78.4","4.4","4848","1019","21.5","4.4","14322","1359","(X)","(X)","0","190","0.0","1.0","13643","1282","95.3","2.1","679","317","4.7","2.1"
"0500000US18167","Vigo County, Indiana","43262","1224","(X)","(X)","41034","1305","94.8","1.4","32699","1800","75.6","3.6","2792","740","6.5","1.7","36424","1274","84.2","2.0","4384","1084","10.1","2.5","27328","1618","63.2","3.5","620","445","1.4","1.0","754","471","1.7","1.1","43","69","0.1","0.2","2228","589","5.2","1.4","38168","1243","88.2","2.3","30","51","0.1","0.1","38138","1243","88.2","2.3","33053","1414","76.4","2.7","5962","1134","13.8","2.6","30276","1510","70.0","3.2","2788","711","6.4","1.7","5094","1026","11.8","2.3","8287","1291","(X)","(X)","0","198","0.0","1.9","6129","1180","74.0","7.6","2158","695","26.0","7.6","22268","1985","(X)","(X)","30","51","0.1","0.2","19550","2024","87.8","3.9","2688","866","12.1","3.9","12707","1438","(X)","(X)","0","198","0.0","1.3","12459","1430","98.0","1.3","248","173","2.0","1.3"
"0500000US21037","Campbell County, Kentucky","36992","1272","(X)","(X)","33549","1336","90.7","1.8","29083","1475","78.6","2.8","1399","433","3.8","1.2","30738","1393","83.1","2.3","2479","601","6.7","1.6","23845","1419","64.5","3.0","258","219","0.7","0.6","3304","1212","8.9","3.2","0","197","0.0","0.4","3443","660","9.3","1.8","30621","1400","82.8","2.6","1040","696","2.8","1.9","29581","1476","80.0","3.3","27350","1442","73.9","3.0","3489","831","9.4","2.2","25083","1776","67.8","4.3","1262","379","3.4","1.0","6371","978","17.2","2.6","6993","1358","(X)","(X)","586","561","8.4","7.8","3661","931","52.4","9.9","2746","884","39.3","9.8","14716","1455","(X)","(X)","454","416","3.1","2.7","11812","1320","80.3","4.8","2450","612","16.6","3.8","15283","1145","(X)","(X)","0","197","0.0","1.0","14108","1185","92.3","3.3","1175","501","7.7","3.3"
"0500000US22019","Calcasieu Parish, Louisiana","78351","2393","(X)","(X)","68280","2545","87.1","1.8","53035","2845","67.7","3.1","2382","726","3.0","0.9","63333","2645","80.8","2.1","10191","1944","13.0","2.4","41543","2432","53.0","2.9","1348","745","1.7","1.0","635","309","0.8","0.4","0","217","0.0","0.2","10071","1461","12.9","1.8","60635","2568","77.4","2.4","61","102","0.1","0.1","60574","2558","77.3","2.4","54803","2695","69.9","2.7","8439","1571","10.8","1.9","48424","2576","61.8","3.0","6447","1396","8.2","1.7","17716","1969","22.6","2.4","12713","1788","(X)","(X)","0","217","0.0","1.5","6379","1453","50.2","8.0","6334","1264","49.8","8.0","39574","2615","(X)","(X)","0","217","0.0","0.5","31080","2698","78.5","3.6","8494","1413","21.5","3.6","26064","2431","(X)","(X)","61","102","0.2","0.4","23115","2313","88.7","3.4","2888","916","11.1","3.3"
"0500000US22097","St. Landry Parish, Louisiana","29965","1370","(X)","(X)","22198","1509","74.1","4.4","15049","1449","50.2","4.6","1747","573","5.8","1.9","19946","1450","66.6","4.4","5436","1190","18.1","4.0","10051","1238","33.5","4.0","401","272","1.3","0.9","424","274","1.4","0.9","0","217","0.0","0.6","7767","1437","25.9","4.4","17406","1558","58.1","4.9","161","155","0.5","0.5","17245","1575","57.6","5.0","12934","1241","43.2","4.3","5169","953","17.3","3.2","10207","1455","34.1","4.7","2131","657","7.1","2.2","12559","1682","41.9","4.9","10693","1299","(X)","(X)","111","132","1.0","1.2","3799","837","35.5","7.4","6783","1258","63.4","7.5","12757","1307","(X)","(X)","0","217","0.0","1.5","8309","1254","65.1","7.5","4448","1066","34.9","7.5","6515","1054","(X)","(X)","50","89","0.8","1.4","5137","945","78.8","9.4","1328","702","20.4","9.6"
"0500000US25023","Plymouth County, Massachusetts","189304","3054","(X)","(X)","177735","3312","93.9","0.9","156006","3413","82.4","1.3","10821","1470","5.7","0.8","158854","3370","83.9","1.3","10600","1839","5.6","1.0","132099","3865","69.8","1.7","3343","920","1.8","0.5","4660","1150","2.5","0.6","91","148","0.0","0.1","11569","1760","6.1","0.9","167649","3597","88.6","1.2","201","158","0.1","0.1","167448","3585","88.5","1.2","147466","4007","77.9","1.7","13347","1759","7.1","0.9","151339","3962","79.9","1.6","4361","923","2.3","0.5","21655","2376","11.4","1.2","21676","2321","(X)","(X)","100","120","0.5","0.6","12588","1624","58.1","6.0","8988","1783","41.5","6.0","59488","2761","(X)","(X)","66","85","0.1","0.1","51358","2754","86.3","2.2","8064","1320","13.6","2.2","108140","3517","(X)","(X)","35","58","0.0","0.1","103502","3551","95.7","1.2","4603","1305","4.3","1.2"
